0.01901788	0.97322984	0.00775228	
0.02652334	0.05898059	0.91449607	
0.64537136	0.28517296	0.06945568	
0.03131103	0.04668980	0.92199917	
0.10914124	0.86180386	0.02905490	
0.07228801	0.90086604	0.02684595	
0.05377528	0.93520967	0.01101506	
0.95315490	0.02141385	0.02543126	
0.07171547	0.50941156	0.41887298	
0.04126103	0.90767348	0.05106550	
0.10613044	0.84138536	0.05248420	
0.03287816	0.03733498	0.92978686	
0.04851027	0.82804596	0.12344377	
0.14584907	0.10137248	0.75277845	
0.11656003	0.56287112	0.32056885	
0.09233991	0.86304248	0.04461761	
0.06441626	0.13180641	0.80377733	
0.02891644	0.02758364	0.94349992	
0.04487255	0.68042403	0.27470342	
0.07298263	0.04196886	0.88504851	
0.65181302	0.07224110	0.27594588	
0.08548725	0.47987045	0.43464229	
0.05945980	0.61810852	0.32243168	
0.91178939	0.01787827	0.07033235	
0.02636615	0.06000066	0.91363319	
0.94811938	0.02593796	0.02594266	
0.74902849	0.21735286	0.03361865	
0.02470847	0.02983250	0.94545904	
0.02602653	0.08500140	0.88897208	
0.08676168	0.79125783	0.12198049	
0.06702097	0.35243827	0.58054076	
0.14104096	0.05325317	0.80570587	
0.62833927	0.23228010	0.13938062	
0.08160858	0.05159009	0.86680133	
0.94832221	0.02847060	0.02320719	
0.91700980	0.03201920	0.05097100	
0.04259162	0.92546674	0.03194164	
0.06948229	0.68405056	0.24646715	
0.05445267	0.92381681	0.02173053	
0.06795380	0.09613309	0.83591311	
0.83879065	0.03897032	0.12223903	
0.91041549	0.05623568	0.03334883	
0.05850502	0.87179129	0.06970369	
0.03347525	0.95936289	0.00716186	
0.21545122	0.04435420	0.74019458	
0.92138614	0.04596166	0.03265221	
0.06418554	0.61046611	0.32534835	
0.02153382	0.96367425	0.01479193	
0.04987337	0.02862559	0.92150104	
0.93839617	0.01544203	0.04616180	
0.06876893	0.89829999	0.03293108	
0.75643041	0.18364259	0.05992700	
0.04191677	0.03023491	0.92784832	
0.61178880	0.08080548	0.30740572	
0.94012074	0.01456633	0.04531293	
0.02411017	0.94256087	0.03332897	
0.04568843	0.79566385	0.15864772	
0.49297280	0.11134673	0.39568047	
0.12028551	0.28632680	0.59338769	
0.53000301	0.03689584	0.43310115	
0.01669597	0.03358360	0.94972043	
0.08047226	0.59984756	0.31968018	
0.19720126	0.04434452	0.75845422	
0.87347155	0.07796114	0.04856730	
0.08373269	0.89773329	0.01853402	
0.94984429	0.02091774	0.02923797	
0.28688947	0.03894195	0.67416859	
0.06067522	0.91425409	0.02507069	
0.04133148	0.89919042	0.05947809	
0.95714975	0.01005844	0.03279180	
0.03449696	0.06932386	0.89617917	
0.97205925	0.00786128	0.02007947	
0.02667376	0.04348883	0.92983741	
0.03855628	0.93965065	0.02179307	
0.02711184	0.93506739	0.03782076	
